resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,run_name,spec_hash,simulation_hash,tile_class,tile_out_width,tile_out_height,tile_count,stage,stage_op,stage_m,stage_n,stage_k,stage_macs_per_tile,stage_input_pixels_with_halo,stage_output_pixels,cycles_per_tile,compute_cycles_per_tile,stall_cycles_per_tile,scaled_cycles,scaled_stall_cycles,scaled_macs,scaled_sram_accesses,scaled_dram_accesses,overall_util_pct,mapping_efficiency_pct,compute_util_pct,analytical_lower_bound_ms,energy_mac_pj,energy_sram_pj,energy_dram_pj,energy_total_pj,energy_total_mj
720p,1280,720,128,128,3,128,1024,50.0,ws,run_d9e0b784cdcd,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,15546.0,10621.0,0.0,155460.0,0.0,921600,1024090.0,2474900.0,0.0529611147726202,0.054931640625,0.052330449344125,0.018432,184320.0,5120450.0,247490000.0,252794770.0,0.25279477
720p,1280,720,128,128,3,128,1024,50.0,ws,run_d9e0b784cdcd,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,15751.0,10621.0,0.0,157510.0,0.0,1843200,1126580.0,2577300.0,0.1059222295452405,0.10986328125,0.10466089868825,0.018432,368640.0,5632900.0,257730000.0,263731540.0,0.26373154
720p,1280,720,128,128,5,64,256,200.0,ws,run_da57fa8bdbab,,,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,16949.0,16573.0,0.0,847450.0,0.0,20480000,21300450.0,21549200.0,0.6033910577445242,0.6103515625,0.6010699044298853,0.009675,4096000.0,106502250.0,2154920000.0,2265518250.0,2.26551825
720p,1280,720,128,128,5,64,256,200.0,ws,run_da57fa8bdbab,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17031.0,16573.0,0.0,851550.0,0.0,14745600,9012100.0,10518400.0,0.4344415615760574,0.439453125,0.4327703311895173,0.009675,2949120.0,45060500.0,1051840000.0,1099849620.0,1.09984962
1080p,1920,1080,128,128,5,64,256,200.0,ws,run_da57fa8bdbab,d4352d13be53,ab91ec6d63bf,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,16949.0,16573.0,0.0,2033880.0,0.0,49152000,51121080.0,51718080.0,0.6033910577445242,0.6103515625,0.6010699044298853,0.02176875,9830400.0,255605400.0,5171808000.0,5437243800.0,5.4372438
1080p,1920,1080,128,128,5,64,256,200.0,ws,run_da57fa8bdbab,d4352d13be53,ab91ec6d63bf,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17031.0,16573.0,0.0,2043720.0,0.0,35389440,21629040.0,25244160.0,0.4344415615760574,0.439453125,0.4327703311895173,0.02176875,7077888.0,108145200.0,2524416000.0,2639639088.0,2.639639088
hires,2048,2048,128,128,5,64,256,200.0,ws,run_da57fa8bdbab,fbc9c93e361b,ab91ec6d63bf,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,16949.0,16573.0,0.0,4338944.0,0.0,104857600,109058304.0,110331904.0,0.6033910577445242,0.6103515625,0.6010699044298853,0.044032,20971520.0,545291520.0,11033190400.0,11599453440.0,11.59945344
hires,2048,2048,128,128,5,64,256,200.0,ws,run_da57fa8bdbab,fbc9c93e361b,ab91ec6d63bf,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17031.0,16573.0,0.0,4359936.0,0.0,75497472,46141952.0,53854208.0,0.4344415615760574,0.439453125,0.4327703311895173,0.044032,15099494.4,230709760.0,5385420800.0,5631230054.4,5.6312300544
720p,1280,720,128,128,3,16,1024,200.0,ws,run_da680f36c143,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,11156.0,10285.0,0.0,111560.0,0.0,921600,1024090.0,1744400.0,3.5002430724355857,3.515625,3.494806329482574,0.09720000000000001,184320.0,5120450.0,174440000.0,179744770.0,0.17974477
720p,1280,720,128,128,3,16,1024,200.0,ws,run_da680f36c143,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,11207.0,10285.0,0.0,112070.0,0.0,1843200,1126580.0,1846800.0,7.0004861448711715,7.03125,6.989612658965148,0.09720000000000001,368640.0,5632900.0,184680000.0,190681540.0,0.19068154
1080p,1920,1080,128,128,7,128,4096,200.0,ws,run_da7c78e83880,2bd075efb255,da7c78e83880,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,12172.0,7549.0,0.0,182580.0,0.0,5268480,5376735.0,13967520.0,0.2839780103324943,0.299072265625,0.2792431939559724,0.010368,1053696.0,26883675.0,1396752000.0,1424689371.0,1.424689371
1080p,1920,1080,128,128,7,128,4096,200.0,ws,run_da7c78e83880,2bd075efb255,da7c78e83880,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,12208.0,7549.0,0.0,183120.0,0.0,1935360,1182990.0,13997040.0,0.104318452775202,0.10986328125,0.1025791324736225,0.010368,387072.0,5914950.0,1399704000.0,1406006022.0,1.406006022
720p,1280,720,128,128,3,32,4096,50.0,os,run_da950e26e067,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,24767.0,22719.0,0.0,247670.0,0.0,921600,1257600.0,1027400.0,0.3961441964875214,3.125,0.3961267605633777,0.024300000000000002,184320.0,6288000.0,102740000.0,109212320.0,0.10921232
720p,1280,720,128,128,3,32,4096,50.0,os,run_da950e26e067,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,24972.0,22719.0,0.0,249720.0,0.0,1843200,1388800.0,1129800.0,0.7922883929750429,6.25,0.7922535211267554,0.024300000000000002,368640.0,6944000.0,112980000.0,120292640.0,0.12029264
720p,1280,720,128,128,5,32,1024,800.0,ws,run_db3727bc8900,,,bottom_edge,128,80,10,gaussian_k5,gaussian,10240,1,25,256000,11088,10240,10641.0,10333.0,0.0,106410.0,0.0,2560000,2662650.0,4846400.0,2.419432884931772,2.44140625,2.41196333815726,0.0387,512000.0,13313250.0,484640000.0,498465250.0,0.49846525
720p,1280,720,128,128,5,32,1024,800.0,ws,run_db3727bc8900,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,10654.0,10333.0,0.0,106540.0,0.0,1843200,1126580.0,2580800.0,1.741991677150876,1.7578125,1.7366136034732274,0.0387,368640.0,5632900.0,258080000.0,264081540.0,0.26408154
720p,1280,720,128,128,3,8,256,50.0,ws,run_dbf62a9b34f2,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,22110.0,20523.0,0.0,221100.0,0.0,921600,1126490.0,1383800.0,7.016518052916241,7.03125,7.011393514460999,0.38880000000000003,184320.0,5632450.0,138380000.0,144196770.0,0.14419677
720p,1280,720,128,128,3,8,256,50.0,ws,run_dbf62a9b34f2,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,22520.0,20523.0,0.0,225200.0,0.0,1843200,1331380.0,1588600.0,14.033036105832482,14.0625,14.022787028921998,0.38880000000000003,368640.0,6656900.0,158860000.0,165885540.0,0.16588554
1080p,1920,1080,128,128,3,128,256,800.0,os,run_dc1375a3eeb4,ce9df27f7b15,dc1375a3eeb4,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,14809.0,14727.0,0.0,222135.0,0.0,967680,1297800.0,1907520.0,0.0267366062334487,0.78125,0.0267347908745246,0.0034171875,193536.0,6489000.0,190752000.0,197434536.0,0.197434536
1080p,1920,1080,128,128,3,128,256,800.0,os,run_dc1375a3eeb4,ce9df27f7b15,dc1375a3eeb4,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,14818.0,14727.0,0.0,222270.0,0.0,1935360,1412880.0,2015040.0,0.0534732124668975,1.5625,0.0534695817490493,0.0034171875,387072.0,7064400.0,201504000.0,208955472.0,0.208955472
720p,1280,720,128,128,5,8,1024,50.0,ws,run_dcd19a73954b,,,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,71654.0,65623.0,0.0,3582700.0,0.0,20480000,23758050.0,26891800.0,9.752678176858725,9.765625,9.748370194358133,0.6192,4096000.0,118790250.0,2689180000.0,2812066250.0,2.81206625
720p,1280,720,128,128,5,8,1024,50.0,ws,run_dcd19a73954b,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38842.0,32811.0,0.0,1942100.0,0.0,14745600,10650500.0,15084300.0,14.044070586083937,14.0625,14.037653079875708,0.6192,2949120.0,53252500.0,1508430000.0,1564631620.0,1.56463162
1080p,1920,1080,128,128,5,8,1024,50.0,ws,run_dcd19a73954b,59bdc9a516ff,58fa2978b57c,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,71654.0,65623.0,0.0,8598480.0,0.0,49152000,57019320.0,64540320.0,9.752678176858725,9.765625,9.748370194358133,1.3932,9830400.0,285096600.0,6454032000.0,6748959000.0,6.748959
1080p,1920,1080,128,128,5,8,1024,50.0,ws,run_dcd19a73954b,59bdc9a516ff,58fa2978b57c,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38842.0,32811.0,0.0,4661040.0,0.0,35389440,25561200.0,36202320.0,14.044070586083937,14.0625,14.037653079875708,1.3932,7077888.0,127806000.0,3620232000.0,3755115888.0,3.755115888
hires,2048,2048,128,128,5,8,1024,50.0,ws,run_dcd19a73954b,815e6237116c,58fa2978b57c,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,71654.0,65623.0,0.0,18343424.0,0.0,104857600,121641216.0,137686016.0,9.752678176858725,9.765625,9.748370194358133,2.818048,20971520.0,608206080.0,13768601600.0,14397779200.0,14.3977792
hires,2048,2048,128,128,5,8,1024,50.0,ws,run_dcd19a73954b,815e6237116c,58fa2978b57c,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38842.0,32811.0,0.0,9943552.0,0.0,75497472,54530560.0,77231616.0,14.044070586083937,14.0625,14.037653079875708,2.818048,15099494.4,272652800.0,7723161600.0,8010913894.4,8.0109138944
1080p,1920,1080,128,128,3,128,1024,800.0,os,run_dcdbbcd12477,df1c2da479ac,dcdbbcd12477,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,14816.0,14727.0,0.0,222240.0,0.0,967680,1297800.0,1103520.0,0.0267366062334487,0.78125,0.0267347908745246,0.0034171875,193536.0,6489000.0,110352000.0,117034536.0,0.117034536
1080p,1920,1080,128,128,3,128,1024,800.0,os,run_dcdbbcd12477,df1c2da479ac,dcdbbcd12477,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,14825.0,14727.0,0.0,222375.0,0.0,1935360,1412880.0,1211040.0,0.0534732124668975,1.5625,0.0534695817490493,0.0034171875,387072.0,7064400.0,121104000.0,128555472.0,0.128555472
1080p,1920,1080,128,128,11,8,256,800.0,os,run_ddc0e39332de,6cb193d1eaa8,ddc0e39332de,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,121041.0,120959.0,0.0,1815615.0,0.0,13009920,14958720.0,26771520.0,11.20379632768128,12.5,11.20370370370375,4.5036,2601984.0,74793600.0,2677152000.0,2754547584.0,2.754547584
1080p,1920,1080,128,128,11,8,256,800.0,os,run_ddc0e39332de,6cb193d1eaa8,ddc0e39332de,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,20698.0,20607.0,0.0,310470.0,0.0,1935360,1639680.0,2003040.0,9.783083418255933,25.0,9.782608695652106,4.5036,387072.0,8198400.0,200304000.0,208889472.0,0.208889472
720p,1280,720,128,128,3,32,4096,800.0,ws,run_de015f7fe43b,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,10755.0,10333.0,0.0,107550.0,0.0,921600,1024090.0,3390400.0,0.8709958385754379,0.87890625,0.8683068017366137,0.024300000000000002,184320.0,5120450.0,339040000.0,344344770.0,0.34434477
720p,1280,720,128,128,3,32,4096,800.0,ws,run_de015f7fe43b,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,10768.0,10333.0,0.0,107680.0,0.0,1843200,1126580.0,3492800.0,1.741991677150876,1.7578125,1.7366136034732274,0.024300000000000002,368640.0,5632900.0,349280000.0,355281540.0,0.35528154
720p,1280,720,128,128,7,16,1024,50.0,ws,run_de4f0003e1d4,,,bottom_edge,128,80,10,gaussian_k7,gaussian,10240,1,49,501760,11524,10240,46683.0,41143.0,0.0,466830.0,0.0,5017600,5427690.0,7499100.0,4.763872347665459,4.78515625,4.75681972624017,0.2412,1003520.0,27138450.0,749910000.0,778051970.0,0.77805197
720p,1280,720,128,128,7,16,1024,50.0,ws,run_de4f0003e1d4,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,13971.0,10285.0,0.0,139710.0,0.0,1843200,1126580.0,1844800.0,7.0004861448711715,7.03125,6.989612658965148,0.2412,368640.0,5632900.0,184480000.0,190481540.0,0.19048154
1080p,1920,1080,128,128,5,128,1024,50.0,os,run_de500c0f8ab6,df722342496a,de500c0f8ab6,bottom_edge,128,56,15,gaussian_k5,gaussian,7168,1,25,179200,7920,7168,19350.0,15623.0,0.0,290250.0,0.0,2688000,3031560.0,2843520.0,0.0700089611470268,0.78125,0.0700044802867383,0.041472,537600.0,15157800.0,284352000.0,300047400.0,0.3000474
1080p,1920,1080,128,128,5,128,1024,50.0,os,run_de500c0f8ab6,df722342496a,de500c0f8ab6,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,16304.0,14727.0,0.0,244560.0,0.0,1935360,1412880.0,1201290.0,0.0534732124668975,1.5625,0.0534695817490493,0.041472,387072.0,7064400.0,120129000.0,127580472.0,0.127580472
720p,1280,720,128,128,7,32,1024,200.0,os,run_de50ef5ff3e8,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,58093.0,56831.0,0.0,2904650.0,0.0,40140800,43852800.0,83569200.0,1.3795287783076138,3.125,1.3795045045045031,0.0603,8028160.0,219264000.0,8356920000.0,8584212160.0,8.58421216
720p,1280,720,128,128,7,32,1024,200.0,os,run_de50ef5ff3e8,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37252.0,36351.0,0.0,1862600.0,0.0,14745600,11110400.0,9038400.0,0.7922753156721961,6.25,0.7922535211267545,0.0603,2949120.0,55552000.0,903840000.0,962341120.0,0.96234112
1080p,1920,1080,128,128,7,32,1024,200.0,os,run_de50ef5ff3e8,8e213300f11b,8e457f1743ad,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,58093.0,56831.0,0.0,6971160.0,0.0,96337920,105246720.0,200566080.0,1.3795287783076138,3.125,1.3795045045045031,0.13567500000000002,19267584.0,526233600.0,20056608000.0,20602109184.0,20.602109184
1080p,1920,1080,128,128,7,32,1024,200.0,os,run_de50ef5ff3e8,8e213300f11b,8e457f1743ad,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37252.0,36351.0,0.0,4470240.0,0.0,35389440,26664960.0,21692160.0,0.7922753156721961,6.25,0.7922535211267545,0.13567500000000002,7077888.0,133324800.0,2169216000.0,2309618688.0,2.309618688
hires,2048,2048,128,128,7,32,1024,200.0,os,run_de50ef5ff3e8,c611fe309446,8e457f1743ad,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,58093.0,56831.0,0.0,14871808.0,0.0,205520896,224526336.0,427874304.0,1.3795287783076138,3.125,1.3795045045045031,0.274432,41104179.2,1122631680.0,42787430400.0,43951166259.2,43.951166259199994
hires,2048,2048,128,128,7,32,1024,200.0,os,run_de50ef5ff3e8,c611fe309446,8e457f1743ad,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37252.0,36351.0,0.0,9536512.0,0.0,75497472,56885248.0,46276608.0,0.7922753156721961,6.25,0.7922535211267545,0.274432,15099494.4,284426240.0,4627660800.0,4927186534.4,4.9271865344
720p,1280,720,128,128,5,32,4096,50.0,os,run_de5d23b31347,,,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,53062.0,44543.0,0.0,2653100.0,0.0,20480000,23577600.0,21339200.0,0.8980086657836248,3.125,0.8979885057471252,0.0387,4096000.0,117888000.0,2133920000.0,2255904000.0,2.255904
720p,1280,720,128,128,5,32,4096,50.0,os,run_de5d23b31347,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,39956.0,36351.0,0.0,1997800.0,0.0,14745600,11110400.0,9028400.0,0.7922753156721961,6.25,0.7922535211267545,0.0387,2949120.0,55552000.0,902840000.0,961341120.0,0.96134112
1080p,1920,1080,128,128,5,32,4096,50.0,os,run_de5d23b31347,ac15746e682b,6bb158e98feb,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,53062.0,44543.0,0.0,6367440.0,0.0,49152000,56586240.0,51214080.0,0.8980086657836248,3.125,0.8979885057471252,0.087075,9830400.0,282931200.0,5121408000.0,5414169600.0,5.4141696
1080p,1920,1080,128,128,5,32,4096,50.0,os,run_de5d23b31347,ac15746e682b,6bb158e98feb,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,39956.0,36351.0,0.0,4794720.0,0.0,35389440,26664960.0,21668160.0,0.7922753156721961,6.25,0.7922535211267545,0.087075,7077888.0,133324800.0,2166816000.0,2307218688.0,2.307218688
hires,2048,2048,128,128,5,32,4096,50.0,os,run_de5d23b31347,6b2191bf993e,6bb158e98feb,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,53062.0,44543.0,0.0,13583872.0,0.0,104857600,120717312.0,109256704.0,0.8980086657836248,3.125,0.8979885057471252,0.176128,20971520.0,603586560.0,10925670400.0,11550228480.0,11.55022848
hires,2048,2048,128,128,5,32,4096,50.0,os,run_de5d23b31347,6b2191bf993e,6bb158e98feb,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,39956.0,36351.0,0.0,10228736.0,0.0,75497472,56885248.0,46225408.0,0.7922753156721961,6.25,0.7922535211267545,0.176128,15099494.4,284426240.0,4622540800.0,4922066534.4,4.9220665344
720p,1280,720,128,128,3,16,4096,200.0,os,run_de71355db4c9,,,full,128,128,50,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,40754.0,39935.0,0.0,2037700.0,0.0,7372800,10291200.0,8209200.0,1.4423438086891198,6.25,1.442307692307674,0.09720000000000001,1474560.0,51456000.0,820920000.0,873850560.0,0.87385056
720p,1280,720,128,128,3,16,4096,200.0,os,run_de71355db4c9,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,40836.0,39935.0,0.0,2041800.0,0.0,14745600,11571200.0,9028400.0,2.8846876173782396,12.5,2.884615384615348,0.09720000000000001,2949120.0,57856000.0,902840000.0,963645120.0,0.96364512
1080p,1920,1080,128,128,3,16,4096,200.0,os,run_de71355db4c9,90da16cf6c39,b33110a02fb7,full,128,128,120,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,40754.0,39935.0,0.0,4890480.0,0.0,17694720,24698880.0,19702080.0,1.4423438086891198,6.25,1.442307692307674,0.2187,3538944.0,123494400.0,1970208000.0,2097241344.0,2.097241344
1080p,1920,1080,128,128,3,16,4096,200.0,os,run_de71355db4c9,90da16cf6c39,b33110a02fb7,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,40836.0,39935.0,0.0,4900320.0,0.0,35389440,27770880.0,21668160.0,2.8846876173782396,12.5,2.884615384615348,0.2187,7077888.0,138854400.0,2166816000.0,2312748288.0,2.312748288
hires,2048,2048,128,128,3,16,4096,200.0,os,run_de71355db4c9,9a8be7a1f8a4,b33110a02fb7,full,128,128,256,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,40754.0,39935.0,0.0,10433024.0,0.0,37748736,52690944.0,42031104.0,1.4423438086891198,6.25,1.442307692307674,0.442368,7549747.2,263454720.0,4203110400.0,4474114867.2,4.4741148672
hires,2048,2048,128,128,3,16,4096,200.0,os,run_de71355db4c9,9a8be7a1f8a4,b33110a02fb7,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,40836.0,39935.0,0.0,10454016.0,0.0,75497472,59244544.0,46225408.0,2.8846876173782396,12.5,2.884615384615348,0.442368,15099494.4,296222720.0,4622540800.0,4933863014.4,4.9338630144
720p,1280,720,128,128,11,8,4096,800.0,os,run_def29690db3e,,,full,128,128,50,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,277679.0,276479.0,0.0,13883950.0,0.0,99123200,113971200.0,142499200.0,11.20374422650545,12.5,11.203703703703315,2.0016000000000003,19824640.0,569856000.0,14249920000.0,14839600640.0,14.83960064
720p,1280,720,128,128,11,8,4096,800.0,os,run_def29690db3e,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,47328.0,47103.0,0.0,2366400.0,0.0,14745600,12492800.0,9078400.0,9.782816381122222,25.0,9.782608695652344,2.0016000000000003,2949120.0,62464000.0,907840000.0,973253120.0,0.97325312
1080p,1920,1080,128,128,11,8,4096,800.0,os,run_def29690db3e,3f16fe83a3c8,6e800cf3dc65,full,128,128,120,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,277679.0,276479.0,0.0,33321480.0,0.0,237895680,273530880.0,341998080.0,11.20374422650545,12.5,11.203703703703315,4.5036,47579136.0,1367654400.0,34199808000.0,35615041536.0,35.615041536
1080p,1920,1080,128,128,11,8,4096,800.0,os,run_def29690db3e,3f16fe83a3c8,6e800cf3dc65,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,47328.0,47103.0,0.0,5679360.0,0.0,35389440,29982720.0,21788160.0,9.782816381122222,25.0,9.782608695652344,4.5036,7077888.0,149913600.0,2178816000.0,2335807488.0,2.335807488
hires,2048,2048,128,128,11,8,4096,800.0,os,run_def29690db3e,514e792fbe90,6e800cf3dc65,full,128,128,256,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,277679.0,276479.0,0.0,71085824.0,0.0,507510784,583532544.0,729595904.0,11.20374422650545,12.5,11.203703703703315,9.109504,101502156.80000001,2917662720.0,72959590400.0,75978755276.8,75.9787552768
hires,2048,2048,128,128,11,8,4096,800.0,os,run_def29690db3e,514e792fbe90,6e800cf3dc65,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,47328.0,47103.0,0.0,12115968.0,0.0,75497472,63963136.0,46481408.0,9.782816381122222,25.0,9.782608695652344,9.109504,15099494.4,319815680.0,4648140800.0,4983055974.4,4.9830559744
1080p,1920,1080,128,128,7,8,4096,50.0,ws,run_df1c6850d4cb,79f0497d6a78,df1c6850d4cb,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,59361.0,50329.0,0.0,890415.0,0.0,5268480,6021855.0,6780390.0,10.904250034771206,10.9375,10.893427817146032,2.1708000000000003,1053696.0,30109275.0,678039000.0,709201971.0,0.709201971
1080p,1920,1080,128,128,7,8,4096,50.0,ws,run_df1c6850d4cb,79f0497d6a78,df1c6850d4cb,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,17246.0,14379.0,0.0,258690.0,0.0,1935360,1398030.0,2152080.0,14.0204464844565,14.0625,14.005835764902042,2.1708000000000003,387072.0,6990150.0,215208000.0,222585222.0,0.222585222
720p,1280,720,128,128,5,32,4096,800.0,os,run_df1f3baa389a,,,bottom_edge,128,80,10,gaussian_k5,gaussian,10240,1,25,256000,11088,10240,28171.0,27839.0,0.0,281710.0,0.0,2560000,2947200.0,2670400.0,0.898020762240023,3.125,0.8979885057471265,0.0387,512000.0,14736000.0,267040000.0,282288000.0,0.282288
720p,1280,720,128,128,5,32,4096,800.0,os,run_df1f3baa389a,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,22860.0,22719.0,0.0,228600.0,0.0,1843200,1388800.0,1140800.0,0.7922883929750429,6.25,0.7922535211267554,0.0387,368640.0,6944000.0,114080000.0,121392640.0,0.12139264
720p,1280,720,128,128,11,16,1024,200.0,ws,run_df24e49bd401,,,full,128,128,50,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,133275.0,131439.0,0.0,6663750.0,0.0,99123200,105682850.0,112943600.0,5.891706418947193,5.908203125,5.886287625418061,0.5004000000000001,19824640.0,528414250.0,11294360000.0,11842598890.0,11.84259889
720p,1280,720,128,128,11,16,1024,200.0,ws,run_df24e49bd401,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17773.0,16429.0,0.0,888650.0,0.0,14745600,9012100.0,13458400.0,7.011990991539351,7.03125,7.00516874429918,0.5004000000000001,2949120.0,45060500.0,1345840000.0,1393849620.0,1.39384962
1080p,1920,1080,128,128,11,16,1024,200.0,ws,run_df24e49bd401,99feb73f1e60,6bbe1f257a11,full,128,128,120,gaussian_k11,gaussian,16384,1,121,1982464,19044,16384,133275.0,131439.0,0.0,15993000.0,0.0,237895680,253638840.0,271064640.0,5.891706418947193,5.908203125,5.886287625418061,1.1259,47579136.0,1268194200.0,27106464000.0,28422237336.0,28.422237336
1080p,1920,1080,128,128,11,16,1024,200.0,ws,run_df24e49bd401,99feb73f1e60,6bbe1f257a11,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,17773.0,16429.0,0.0,2132760.0,0.0,35389440,21629040.0,32300160.0,7.011990991539351,7.03125,7.00516874429918,1.1259,7077888.0,108145200.0,3230016000.0,3345239088.0,3.345239088
